"";"latitude";"longitude";"suptotculm";"ratiosuplo";"ratio_irr_";"nb_boeufs_";"rev_boeuf_";"rev_volail";"rev_mouton";"revenu_ele";"revenu_ag_";"rev_ag_csf";"rev_ag_csc";"rev_transf";"personne_m";"rev_non_ag";"rev_tot_me";"part_rev_e";"part_rev_t";"part_rev_n";"part_rev_a";"montan_glo";"cout_iriga";"cout_iri_1";"cout_irrig";"cout_irr_1";"main_oeuvr";"main_oeu_1";"mo_tot";"part_mo_fa";"rendement_";"rendemen_1";"mo_tot_ha";"quantite_n";"quantite_u";"cout_npk_t";"cout_uree_";"cout_engra";"quantite_1";"quantite_2";"cout_semen";"cout_ure_1";"cout_npk_1";"cout_eng_1";"cout_intra";"cout_int_1";"cout_sem_1";"part_cout_";"part_cou_1";"dist_dakar";"dist_route";"pourc_urba";"travailleu";"membre_act";"taille_men";"membre_hor";"log_trav_h";"surf_score";"y_hat";"y_mean";"sse_i";"sst_i";"ss_bis";"credit";"capital";"sup_Autre";"sup_Carrasol";"sup_Carrotte";"sup_Chou";"sup_Gombo";"sup_Mangue";"sup_Manioc";"sup_Navet";"sup_Oignon";"sup_Pasteque";"sup_Piment";"sup_Tomate";"sup_bissap";"sup_citronelle";"sup_laitue";"sup_menthe";"sup_persil"
"surf_score";-0,220640430990473;-0,29654362214232;0,80925778780371;NA;NA;0,113410206499217;0,083252171815368;-0,00372826637387769;0,206669566381202;0,157398119371162;0,147270593840127;0,137864493068485;0,16790568506066;-0,0382345588953289;0,214462049878722;0,110353260534342;0,147562709808069;0,0427425055086066;-0,167531142185574;0,00446487361867627;0,121794481090763;0,0947527756737636;0,0987659986019593;0,123564708590791;0,142080304858663;-0,056518996856589;0,133537607630171;0,388240773837213;0,458694469428856;-0,143421666981379;NA;NA;-0,210474780956521;0,522881196612464;0,494588644817207;0,530495814498005;0,477659047096387;0,577192543166009;-0,226836772338998;-0,197762796764649;0,511900393847454;-0,232662579475487;-0,230172535511419;0,185638467816335;0,590685805472107;0,183685205959562;-0,0488351337437633;-0,100168163657141;0,100168163150104;NA;NA;NA;0,133537607630171;0,305531030337348;0,310826888274734;0,296547604434384;-0,615958724281491;1;NA;NA;NA;-0,178380252921459;NA;0,0947527756737636;NA;0,340497391933258;NA;0,286824416093059;0,557979505585701;-0,0493981780440744;0,105020981438241;0,117206537005178;0,197116474425225;0,386346288777941;NA;0,0822923324159233;0,164778825153633;NA;0,0313308629254748;-0,0457469041488528;0,0352083619466051;NA
"y_hat";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"y_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"sse_i";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"sst_i";0,281042648851354;0,325836163960245;-0,122753208750575;NA;NA;-0,0409881434191175;-0,0487531718487713;0,13459128948912;-0,0727275115116481;-0,0186040958697101;-0,0150642302466834;-0,0148216761484192;-0,0155244640003539;-0,0997135583318844;-0,0542234562710536;-0,0690206752073527;-0,0155853004435069;0,0434736676319126;-0,0106058040607182;-0,0728650009103472;0,0167788844280768;-0,0301730945193182;-0,0518208832551063;-0,0504459035204169;-0,0657170977354021;0,0253477653751207;0,0679954590590529;0,0704378833307709;0,117671750930213;0,0772057892323675;NA;NA;0,834335367967821;-0,114932809486964;-0,108827336434608;-0,11968416461634;-0,104932679144349;-0,104869927530587;0,481373786228111;0,45687473850143;-0,0896033899665894;0,539602889669864;0,528446882498575;0,0432517564170506;-0,107176733601132;0,042368895869586;-0,0181303136256375;-0,112805026035825;0,112805020622212;NA;NA;NA;0,0679954590590529;0,0165402994051798;0,0737157804787526;0,0591352959461147;0,637775162230404;-0,178380252921459;NA;NA;NA;1;NA;-0,0301730945193182;NA;-0,0649172746315713;NA;-0,0947062205452007;-0,0599023470917263;-0,0180826331301692;0,0119123465122139;-0,02966089482653;-0,0607257735586855;-0,0950744823930025;NA;-0,0743207286817338;-0,0888222945802908;NA;-0,0205732480413651;-0,0200015735505527;0,0162647541295583;NA
"ss_bis";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"credit";-0,0596443884170243;-0,0663709752349467;0,108846042525153;NA;NA;-0,0263435055172305;-0,0236276062052322;0,0660896870037592;-0,0411681734581032;0,00411285304410837;0,0356061152391575;0,033821146799535;0,0394731112313339;-0,0319726634301447;-0,0413890056924437;0,0153779679431657;0,035509252331241;-0,0174411967074284;-0,0326004970289611;0,0200127453927694;0,0268047593981034;1;0,00978737561189623;0,00549234447059502;0,00993514259804197;-0,0109781949354834;-0,0305177378178231;0,184208481463926;0,143741919331454;-0,0502685982002823;NA;NA;-0,0241252147822958;0,0596811858428636;0,0898485896572302;0,0637086619101335;0,0864436057715725;0,0161128649187547;0,0191180131216309;-0,0353468030982718;0,133014167493595;-0,0399014557947079;0,0225070156709587;-0,0210877905826206;0,0215397163676823;-0,0201394108179178;0,0170149997115825;0,0219304785767893;-0,0219304786599579;NA;NA;NA;-0,0305177378178231;0,0290521636189532;0,00424212888892271;0,0140131224361273;-0,0488610267648976;0,0947527756737636;NA;NA;NA;-0,0301730945193182;NA;1;NA;-0,00832283461711692;NA;0,12141435152981;0,0167270631947427;-0,00877918068839062;0,0297740753277934;-0,0143585165359066;0,00579237637919785;0,123265690990872;NA;-0,0212954316407662;-0,0385517422410228;NA;-0,00813026620331886;-0,00813026620331886;-0,00913646572357736;NA
"capital";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"sup_Autre";-0,0245750544798378;-0,0373329185666115;0,290535318811675;NA;NA;0,0835810154341412;0,115750122814583;-0,0241927844781081;0,135312082369984;0,138110986353362;-0,0104692431673837;-0,0109088392122441;-0,00939415022589145;0,0140076047394703;0,181849681646452;0,0204156881377001;-0,0101300147940942;0,0766924359819335;-0,0143705375774638;-0,0152735499644476;-0,0109542158874879;-0,00832283461711692;0,0274331341946884;0,0223549853603143;0,0321194735417243;-0,0451011418391261;0,124842586501063;0,0719827717010277;0,163825454961777;-0,0417193045150415;NA;NA;-0,0773517995745321;0,193453945757026;0,208056845716708;0,205792354974856;0,199371817383331;0,376232327912391;-0,0249974211753261;2,74675630552862e-05;0,0995252867994591;-0,0237414130683568;-0,0251406963962969;0,180394734933601;0,375067704088175;0,175041186349635;-0,101999166044875;-0,108758087578105;0,108758081915423;NA;NA;NA;0,124842586501063;0,170524596527384;0,275624180733552;0,260981022090014;-0,221739601458537;0,340497391933258;NA;NA;NA;-0,0649172746315713;NA;-0,00832283461711692;NA;1;NA;-0,0323561434596876;0,179264505580455;-0,0200799323104292;-0,0271886193416666;0,0813115533651154;0,161648786339763;0,0458243397262518;NA;0,0848521451781573;0,00615935836582876;NA;-0,0185957210385586;-0,0185957210385586;-0,0208971223850755;NA
"sup_Carrasol";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"sup_Carrotte";0,0156093795542818;-0,00604010575461152;0,273757473806587;NA;NA;-0,0244547934861052;-0,0178217937950182;-0,00669593903836493;0,0311106875433351;0,0024051231898018;0,239617804952971;0,243077108475447;0,230154451953788;-0,0423779007590915;-0,0406631117664073;-0,0706070049655426;0,239346767272264;-0,0412957808189751;-0,0922548778835888;-0,0668105946559912;0,113207639208936;0,12141435152981;0,202612235943961;0,159226421955798;0,233614850630083;0,141704533373864;0,076833933671083;0,252042840120285;0,290021476482988;-0,0570271595429324;NA;NA;-0,0697775169862286;0,247158471563861;0,348653177139824;0,25022602353404;0,342934373600397;0,0946720564801308;-0,0346879667374976;0,00136778620846907;0,214170069782022;-0,0234845789719308;-0,0421414911379881;-0,00107763656064892;0,102423884195569;0,000831043688425465;0,0302325337302435;0,00838326091306501;-0,00838324461038229;NA;NA;NA;0,076833933671083;0,137241647110332;0,0119850706584351;-0,0106557306532902;-0,156515006745415;0,286824416093059;NA;NA;NA;-0,0947062205452007;NA;0,12141435152981;NA;-0,0323561434596876;NA;1;0,10238627730875;-0,0177787464598615;-0,0240727688916618;-0,0290774770553684;0,0867781195041537;0,0887109117393226;NA;-0,059958593267628;0,035173873909677;NA;-0,0164646276925511;-0,0164646276925511;-0,0185022855097967;NA
"sup_Chou";-0,157490342431075;-0,180342779436365;0,743292015838662;NA;NA;0,204532291686468;0,0933132722680049;-0,0331659079585094;0,145863478177162;0,107759457478523;0,0789180733012558;0,0679844718357367;0,103492874213947;-0,0137241263305934;0,2122754335298;0,0881882917905288;0,0791855196804302;-0,0339619869154195;-0,092139574906706;-0,0358086444029633;0,10033376934087;0,0167270631947427;0,0861644182152318;0,0854613730801776;0,110241868417847;-0,0213860487634951;0,233871486000139;0,217133216925398;0,381839100153308;0,038275526799756;NA;NA;-0,117741979308783;0,441211822056627;0,367002135924952;0,44378072410353;0,343311600233575;0,487036343715715;-0,0974947046697478;-0,11658480240505;0,248743650561174;-0,139955305547495;-0,102553678687398;0,219926962456647;0,490629229119479;0,212988785552713;-0,13084584533718;-0,21247693308318;0,212476944153028;NA;NA;NA;0,233871486000139;0,324298244572536;0,345976187412998;0,303816996919302;-0,365933426513489;0,557979505585701;NA;NA;NA;-0,0599023470917263;NA;0,0167270631947427;NA;0,179264505580455;NA;0,10238627730875;1;-0,0269590390623235;-0,0285550121267294;-0,0190117652638289;0,0195800741619082;0,0798776425853574;NA;-0,0215130325753516;0,00786725079899772;NA;-0,02584157997825;-0,02584157997825;-0,0246637638197826;NA
"sup_Gombo";-0,0549618312646879;0,00318076064482071;-0,0299479018927525;NA;NA;-0,0087469779314512;-0,00784520305830251;-0,00410533868272924;-0,0165559977072522;-0,0147506117419795;-0,00426112669884471;-0,00345673333823917;-0,00607897014978397;-0,0165605766508132;0,00365859441929595;-0,0142791478640438;-0,0043731332425767;-0,0128757130329517;-0,0174269752712626;-0,0128093427004991;0,0232888906486446;-0,00877918068839062;-0,0105772780620166;-0,00831501422524865;-0,0121973955521703;-0,0119953883691979;-0,000548623019341994;0,0144373788713977;0,0127166714305087;-0,00505655770744613;NA;NA;-0,00447250090026814;-0,01406008655601;-0,0229577531018384;-0,0127218949261619;-0,0225484056840241;-0,0241517143723266;0,0122700564715791;-0,0360229882022275;-0,0265879904830033;-0,0352593125883345;0,0171083100512088;-0,0272437185053015;-0,0249361642562989;-0,028832659193191;-0,0224388093988795;-0,0196528696035368;0,0196528744353445;NA;NA;NA;-0,000548623019341994;-0,0505179810243446;-0,0533269789794492;-0,0577680845412453;0,0339489353352897;-0,0493981780440744;NA;NA;NA;-0,0180826331301692;NA;-0,00877918068839062;NA;-0,0200799323104292;NA;-0,0177787464598615;-0,0269590390623235;1;-0,00394696579181594;-0,00476753662058397;-0,0107788602082892;-0,0232112033796607;NA;0,000191025880971185;-0,0124784755904297;NA;-0,00269953666609553;-0,00269953666609553;-0,00303363058509129;NA
"sup_Mangue";-0,0639709649043551;-0,0751937495895672;0,134602882753157;NA;NA;-0,0118435784389903;-0,0106225577015257;-0,00555870851493712;-0,0224171432714537;-0,0199726155202773;-0,00589014971169662;-0,00624095198781928;-0,00504793828891172;0,0176029036723054;-0,0127279955987529;-0,0193342442492805;-0,00588552006673751;-0,0174339661605152;-0,00188050779921663;-0,0173440994380216;0,0135460332872213;0,0297740753277934;-0,00559857820715392;-0,00552644865991092;-0,00714678944746522;-0,0144036642554211;-0,0400042044330406;0,073291023472477;0,0352591687234921;-0,0502135454737239;NA;NA;-0,0174001834612771;0,0700719765307363;-0,00754315006859563;0,0736478599631051;-0,0078067033746821;-0,0248484540743398;-0,0295137867307362;-0,0672853514497664;-0,0361820711126196;-0,0635853946310163;-0,0285288787286673;-0,0453430850510223;-0,0260310116133154;-0,0491402009932519;-0,0555388981008611;-0,0507278043005844;0,0507278023049785;NA;NA;NA;-0,0400042044330406;-0,0407983784660679;-0,0586391250748096;-0,051380953235982;-0,0736909470563543;0,105020981438241;NA;NA;NA;0,0119123465122139;NA;0,0297740753277934;NA;-0,0271886193416666;NA;-0,0240727688916618;-0,0285550121267294;-0,00394696579181594;1;-0,00645533741700856;-0,0145947866063274;0,0211621231553865;NA;-0,0236106571339969;0,0169682320044687;NA;-0,00365522521085501;-0,00365522521085501;-0,00410759488260053;NA
"sup_Manioc";-0,03106841842133;-0,010525683300714;0,0826694297360842;NA;NA;-0,014305848316123;-0,0128309784065774;-0,00671435928405191;-0,027077648277859;-0,024124905287805;-0,00545285740360991;-0,00607430121793364;-0,00399266781356693;0,164228250641655;0,0422596599494476;-0,0233538171728999;-0,00488911882051917;-0,0210584728868494;0,112173564852735;-0,0209499229492368;-0,0784339078343961;-0,0143585165359066;-0,00878956802987574;-0,0084677118051814;-0,0110921609370194;-0,0162897201306713;0,0877642129904503;0,00426908216204724;0,0729708221955049;0,0309505278254196;NA;NA;-0,0204288197567406;0,0145558814594934;0,00126998938238486;0,0454959049309687;0,0167213975100312;-0,0351006216831091;-0,0481416016832296;-0,0603746487714162;-0,0148363620826643;-0,0470261551980824;-0,0285089665580235;-0,0593317151510944;-0,0352280975355244;-0,0627041804725459;-0,047479278785709;-0,0064992536238096;0,0064992498188213;NA;NA;NA;0,0877642129904503;-0,0180104611247608;0,0261912142619104;0,00141030431808937;-0,0528691089004098;0,117206537005178;NA;NA;NA;-0,02966089482653;NA;-0,0143585165359066;NA;0,0813115533651154;NA;-0,0290774770553684;-0,0190117652638289;-0,00476753662058397;-0,00645533741700856;1;-0,0176290303198348;-0,0134206966906924;NA;-0,0285192926565987;0,0145517380632838;NA;-0,00441514342114816;-0,00441514342114816;-0,00496156036262768;NA
"sup_Navet";-0,0185816658460996;-0,025431075772566;0,264312911145469;NA;NA;-0,032343902403332;-0,0290093886186311;-0,013358742657569;0,0528352476683182;0,0193087817700461;0,00810463883627373;0,0026413567631723;0,0205840139845721;-0,018554351758518;0,0193509713399201;0,0138547403095049;0,00808719884894793;-0,0115558407064946;-0,0526305293110878;0,000747611971947405;0,0475455926601142;0,00579237637919785;0,0830991406732809;0,0407670634020027;0,0807537161505693;-0,0193923022103575;0,00746650800886086;0,299211413661429;0,278377206997752;-0,0382313219043431;NA;NA;-0,0429254152301643;0,312180223777441;0,425297185791926;0,318445052977976;0,440307685491017;0,241060307620083;-0,0171420259816329;-0,0204814960885224;0,161827648487395;-0,0273129591985672;-0,0209255982088015;0,0857427107269399;0,244485280312861;0,0849908382331047;-0,0201835604810064;-0,0629917600394203;0,0629917512218608;NA;NA;NA;0,00746650800886086;0,0462885822170976;0,136338150008277;0,145823854256377;-0,0990500415001566;0,197116474425225;NA;NA;NA;-0,0607257735586855;NA;0,00579237637919785;NA;0,161648786339763;NA;0,0867781195041537;0,0195800741619082;-0,0107788602082892;-0,0145947866063274;-0,0176290303198348;1;0,0242987436619512;NA;0,225472954906302;-0,0516034127183675;NA;-0,00998213910526284;-0,00998213910526284;-0,0112175259090515;NA
"sup_Oignon";-0,0561871718641601;-0,0773821010221723;0,410178903557846;NA;NA;0,0331548991916076;0,0135009404783868;-0,0386955835352185;0,201257850764012;0,0843049724540913;0,091294469513369;0,083461721834796;0,108677905663103;-0,0422192629887821;-0,0249615590568388;0,105394305532233;0,0914312503206662;0,0608250116163221;-0,114099505605289;0,067679254823276;0,0503450412968539;0,123265690990872;0,0626570067495132;0,0335086391443511;0,062588804975533;-0,0521582277591796;0,0280011270918945;0,221464583350632;0,22373469504147;-0,0993266251825333;NA;NA;-0,112818072505865;0,282618800365814;0,22358635323564;0,272672138305434;0,21010328237182;0,141301112691459;-0,149341792750033;-0,107915640599678;0,459540348963845;-0,134981763410542;-0,158750456732889;-0,0564295427345033;0,158821255132521;-0,0495032056929346;0,114802746909649;0,186136614989859;-0,186136617801722;NA;NA;NA;0,0280011270918945;0,00876979885128253;0,0286475990793699;0,0224954649980672;-0,3038642670431;0,386346288777941;NA;NA;NA;-0,0950744823930025;NA;0,123265690990872;NA;0,0458243397262518;NA;0,0887109117393226;0,0798776425853574;-0,0232112033796607;0,0211621231553865;-0,0134206966906924;0,0242987436619512;1;NA;-0,0776185767110726;0,0419473664018374;NA;-0,0265683966236422;-0,0265683966236422;-0,0298564941186337;NA
"sup_Pasteque";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
"sup_Piment";-0,127132686079443;-0,123524491290178;0,0681931659801482;NA;NA;-0,0523242175866729;-0,0469298213681611;0,139656480880145;-0,0583374965213106;-0,0048073626973541;-0,0106878740608088;-0,0129926834776255;-0,00533316371249007;-0,069463318978987;-0,0588070634356944;-0,037102506913668;-0,0110202117911749;-0,0357358018506289;-0,049007828132924;-0,0412526607832435;0,0670275834925225;-0,0212954316407662;-0,0210037726603295;-0,020710774949486;-0,0267983371909142;-0,0433510262957292;-0,0550035266842428;0,0453711202795877;-0,00197483858719941;-0,0368685603824255;NA;NA;-0,0541155918111921;0,0139656080220862;0,00649258703683261;0,0199065384353821;-0,00170448757394591;0,0430164153662505;-0,0959293372747758;-0,156471666342429;0,0562343605235606;-0,156804908078941;-0,0932743659580472;-0,060002017813122;0,0447912677706972;-0,0599624950192284;0,00644293220098969;0,149884609465959;-0,149884612577107;NA;NA;NA;-0,0550035266842428;-0,035043252944426;-0,053859734252181;-0,0415662319612778;-0,136459617248396;0,0822923324159233;NA;NA;NA;-0,0743207286817338;NA;-0,0212954316407662;NA;0,0848521451781573;NA;-0,059958593267628;-0,0215130325753516;0,000191025880971185;-0,0236106571339969;-0,0285192926565987;0,225472954906302;-0,0776185767110726;NA;1;0,0251004087046664;NA;-0,0161485652538452;0,0404463998776885;-0,0181471072701755;NA
"sup_Tomate";0,0172510006187107;-0,010192383629347;0,133567630150433;NA;NA;0,0310751463123424;0,0446520885890103;-0,028886804635029;0,153196002166567;0,0908485960722002;-0,0195124426369377;-0,0192811052669359;-0,0199185678341929;0,0375932379012755;-0,0137112170007707;-0,021599328455542;-0,0192277054800894;0,0565005546176834;0,0240129816838227;-0,0259481438129351;-0,0319344161757475;-0,0385517422410228;-0,00711185952639801;-0,00943653335937584;-0,010561619400297;-0,046038578598736;-0,0163828566657408;0,073710930197264;0,0542349318733177;-0,0600630903459361;NA;NA;-0,0737090110844654;0,119623423730411;-0,0212075942483069;0,0968051046347442;-0,0192729013240852;-0,0127842123290162;-0,0848232266571309;-0,150001456441716;0,0509132960128174;-0,150796087305689;-0,0850266166068344;-0,0425915394492426;-0,0104350814750115;-0,0501132252008339;-0,114596938437712;-0,02518849489441;0,0251884995796925;NA;NA;NA;-0,0163828566657408;0,0324085447639594;-0,0311277067973658;-0,0287702328583871;-0,166430798695944;0,164778825153633;NA;NA;NA;-0,0888222945802908;NA;-0,0385517422410228;NA;0,00615935836582876;NA;0,035173873909677;0,00786725079899772;-0,0124784755904297;0,0169682320044687;0,0145517380632838;-0,0516034127183675;0,0419473664018374;NA;0,0251004087046664;1;NA;-0,020129111079432;-0,020129111079432;-0,0226202843577543;NA
"sup_bissap";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
"sup_citronelle";-0,071096933859179;-0,0691170465969836;0,0583192516689479;NA;NA;-0,00810044371809031;-0,0072653236727929;-0,0038018919452824;-0,0153322586012491;-0,0136603180160857;-0,00413288416599189;-0,00387693006371135;-0,00469359573074321;-0,0153364990914956;0,160956547239802;-0,01322370246289;-0,00423660411009565;-0,0119240027322675;-0,0161388577252296;-0,0118625381731024;0,0215674887297682;-0,00813026620331886;-0,00341836806373313;-0,00351995702821852;-0,00445305586950853;-0,00912378221479171;0,00217267468432243;0,0736114216015787;0,0687501350720856;-0,0171192895646201;NA;NA;-0,0114273915134112;-0,0270295954088522;-0,0257541295647864;-0,0276740664330554;-0,0252137256256837;-0,017703864346228;-0,0533738765898223;-0,0571930946660399;-0,0299841893124403;-0,0531464812400507;-0,0511820343784141;-0,0323924592796284;-0,0187252917637144;-0,0352023670490447;-0,0412120826594942;-0,0413783418681685;0,0413783419474019;NA;NA;NA;0,00217267468432243;0,00112606423861643;-0,0121277951149251;-0,0138457795675647;-0,0260497729409581;0,0313308629254748;NA;NA;NA;-0,0205732480413651;NA;-0,00813026620331886;NA;-0,0185957210385586;NA;-0,0164646276925511;-0,02584157997825;-0,00269953666609553;-0,00365522521085501;-0,00441514342114816;-0,00998213910526284;-0,0265683966236422;NA;-0,0161485652538452;-0,020129111079432;NA;1;-0,0025;-0,00280939931580831;NA
"sup_laitue";-0,0786326966799126;-0,0916320528293472;-0,0213373957967762;NA;NA;-0,00810044371809031;-0,0072653236727929;-0,0038018919452824;-0,0153322586012491;-0,0136603180160857;-0,00416196453987209;-0,00391860796866719;-0,00469359573074322;-0,0153364990914956;-0,0322876906139723;-0,01322370246289;-0,00426568329739573;-0,0119240027322675;-0,0161388577252296;-0,0118625381731024;0,0215674887297682;-0,00813026620331886;-0,00724522779606116;-0,00561073503160172;-0,00830287504868067;-0,00686469922289153;-0,0326770272522093;-0,0167503540991348;-0,040976448664855;-0,0402156233582566;NA;NA;-0,0114809964575803;-0,023596075252735;-0,0200273717596452;-0,024102097913764;-0,0196925634547326;-0,0225833927156746;-0,0425366915615926;-0,0364467549380209;-0,0257905791723313;-0,0353070651964986;-0,0408928458046862;-0,0298895717829844;-0,0233564252243042;-0,0319893214473904;-0,0302451842427828;-0,0230528738337526;0,0230528722460792;NA;NA;NA;-0,0326770272522093;-0,0144446860953555;-0,0121277951149251;-0,00310659657608802;-0,0270037530382952;-0,0457469041488528;NA;NA;NA;-0,0200015735505527;NA;-0,00813026620331886;NA;-0,0185957210385586;NA;-0,0164646276925511;-0,02584157997825;-0,00269953666609553;-0,00365522521085501;-0,00441514342114816;-0,00998213910526284;-0,0265683966236422;NA;0,0404463998776885;-0,020129111079432;NA;-0,0025;1;-0,00280939931580831;NA
"sup_menthe";-0,0653326597836148;-0,0762302272940274;0,00704785161002005;NA;NA;-0,00910295241573865;-0,0081644781421881;-0,00427241305194139;-0,0172297747296581;-0,015350915235246;-0,00480223888606833;-0,00471707622378135;-0,00496693718533009;-0,017234540021817;-0,0362836063679696;-0,0148602642606784;-0,00491878874042075;-0,0133997140470915;-0,0181361983404751;-0,0133306426509056;0,0242366752324457;-0,00913646572357736;-0,0081874296049227;-0,00675843955539021;-0,00963921363704009;-0,0106516856161195;-0,0367211272020025;-0,0188233733382624;-0,0460476827373192;-0,0451926978989963;NA;NA;-0,0143348666199865;0,00503219749366739;-0,000549542830198693;0,00590567309585529;0,00232316077154758;0,00252192083210939;-0,0133330990726287;-0,0221495405388575;-0,0309753653294431;-0,0191577416964102;-0,012927907887715;0,00609198381102602;0,00116813422769658;0,00346789127358458;-0,0420113197707733;-0,0446196177392328;0,0446196136273631;NA;NA;NA;-0,0367211272020025;0,00847039461926001;-0,0188560064254004;-0,00917024999960633;-0,068846510166389;0,0352083619466051;NA;NA;NA;0,0162647541295583;NA;-0,00913646572357736;NA;-0,0208971223850755;NA;-0,0185022855097967;-0,0246637638197826;-0,00303363058509129;-0,00410759488260053;-0,00496156036262768;-0,0112175259090515;-0,0298564941186337;NA;-0,0181471072701755;-0,0226202843577543;NA;-0,00280939931580831;-0,00280939931580831;1;NA
"sup_persil";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
